3840	232	125	0	1

3840	233	125	0	1

3840	234	125	0	1

3840	235	125	0	1

3840	236	125	0	1

3840	237	125	0	1

3840	238	125	0	1

3840	239	125	0	1

3840	240	125	0	1

3840	241	125	0	1

3840	242	125	0	1

3840	243	125	0	1

3840	244	125	0	1

3840	245	125	0	1

3840	246	125	0	1

3840	247	125	0	1

3840	248	125	0	1

3840	249	125	0	1

3840	250	125	0	1

3840	251	125	0	1

3840	252	125	0	1

3840	253	125	0	1

3840	254	125	0	1

3840	255	125	0	1

3840	256	125	0	1

3840	257	125	0	1

3840	258	125	0	1

3840	259	125	0	1

3840	260	125	0	1

3840	261	125	0	1

3840	262	125	0	1

3840	263	125	0	1

3840	264	125	0	1

3840	265	125	0	1

3840	266	125	0	1

3840	267	125	0	1

3840	268	125	0	1

3840	269	125	0	1

3840	270	125	0	1

3840	271	125	0	1

3840	272	125	0	1

3840	273	125	0	1

3840	274	125	0	1

3840	275	125	0	1

3840	276	125	0	1

3840	277	125	0	1

3840	278	125	0	1

3840	279	125	0	1

3840	280	125	0	1

3840	281	125	0	1

3840	282	125	0	1

3840	283	125	0	1

3840	284	125	0	1

3840	285	125	0	1

3840	286	125	0	1

3840	287	125	0	1

3840	288	125	0	1

3840	289	125	0	1

3840	290	125	0	1

3840	291	125	0	1

3840	292	125	0	1

3840	293	125	0	1

3840	294	125	0	1

3840	295	125	0	1

3840	296	125	0	1

3840	297	125	0	1

3840	298	125	0	1

3840	299	125	0	1

3840	300	125	0	1

