6045	1	145	0	1

4894	2	125	0	0

4890	3	145	0	1

4890	4	145	0	1

5550	5	145	0	1

5550	6	145	0	1

5550	7	145	0	1

5550	8	145	0	1

4894	9	125	0	0

4893	10	125	0	1

4893	11	125	0	1

4893	12	125	0	1

4894	13	130	0	0

4894	14	125	0	1

4894	15	130	0	0

4894	16	130	0	0

4893	17	125	0	1

4893	18	125	0	1

4893	19	125	0	1

5550	20	145	0	1

4894	21	130	0	0

4894	22	125	0	0

4893	23	125	0	1

4893	24	125	0	1

4893	25	125	0	1

4894	26	125	0	1

4894	27	125	0	1

5550	28	145	0	1

4893	29	125	0	1

4894	30	125	0	0

4893	31	125	0	1

5235	32	145	0	1

4893	33	125	0	1

5235	34	145	0	1

5235	35	145	0	1

5242	36	125	0	1

4894	37	125	0	0

4893	38	125	0	1

4893	39	125	0	1

4893	40	125	0	1

5242	41	125	0	1

5235	42	145	0	1

4893	43	135	0	0

4893	44	135	0	0

4893	45	125	0	1

4893	46	125	0	1

4893	47	125	0	1

4893	48	125	0	1

4893	49	125	0	1

4893	50	135	0	0

4893	51	125	0	1

4300	52	125	0	1

4893	53	125	0	1

4893	54	125	0	1

4893	55	125	0	1

4893	56	125	0	1

4300	57	135	0	0

4893	58	125	0	1

4300	59	125	0	1

4300	60	125	0	1

4632	61	145	0	1

4632	62	145	0	1

4300	63	125	0	1

4300	64	135	0	0

4300	65	125	0	1

4632	66	145	0	1

4300	67	135	0	0

4632	68	145	0	1

4632	69	145	0	1

4632	70	145	0	1

4632	71	145	0	1

4300	72	135	0	0

4632	73	145	0	1

4632	74	145	0	1

4300	75	125	0	1

4632	76	145	0	1

4632	77	145	0	1

4632	78	145	0	1

4632	79	145	0	1

4632	80	145	0	1

4632	81	145	0	1

4300	82	125	0	1

4632	83	145	0	1

4300	84	125	0	1

4300	85	125	0	1

4632	86	145	0	1

4632	87	145	0	1

4300	88	125	0	1

4632	89	145	0	1

3832	90	145	0	1

3832	91	145	0	1

3832	92	145	0	1

3832	93	145	0	1

3832	94	145	0	1

3832	95	145	0	1

3832	96	145	0	1

3832	97	145	0	1

3832	98	145	0	1

3832	99	145	0	1

3832	100	145	0	1

3832	101	145	0	1

3832	102	145	0	1

3832	103	145	0	1

3832	104	145	0	1

3832	105	145	0	1

3832	106	145	0	1

3832	107	145	0	1

3832	108	145	0	1

3832	109	145	0	1

3832	110	145	0	1

3832	111	145	0	1

3832	112	145	0	1

3832	113	145	0	1

3832	114	145	0	1

3832	115	145	0	1

3832	116	145	0	1

3832	117	145	0	1

3832	118	145	0	1

3832	119	145	0	1

3832	120	145	0	1

3832	121	145	0	1

3832	122	145	0	1

3832	123	145	0	1

3832	124	145	0	1

3832	125	145	0	1

3832	126	145	0	1

3832	127	145	0	1

3832	128	530	0	1

3832	129	530	0	1

3832	130	530	0	1

3832	131	530	0	1

3832	132	530	0	1

3832	133	530	0	1

3832	134	530	0	1

3832	135	530	0	1

3832	136	530	0	1

3832	137	530	0	1

3832	138	530	0	1

3832	139	530	0	1

3832	140	530	0	1

3832	141	530	0	1

3832	142	530	0	1

3832	143	530	0	1

3832	144	530	0	1

3832	145	530	0	1

3832	146	530	0	1

3832	147	530	0	1

3832	148	530	0	1

3832	149	530	0	1

3832	150	530	0	1

3832	151	530	0	1

3832	152	530	0	1

3840	153	125	0	1

3832	154	530	0	1

3832	155	530	0	1

3840	156	125	0	1

3832	157	530	0	1

3832	158	530	0	1

3832	159	530	0	1

3840	160	125	0	1

3832	161	530	0	1

3832	162	530	0	1

3832	163	530	0	1

3832	164	530	0	1

3832	165	530	0	1

3832	166	530	0	1

3832	167	530	0	1

3961	168	125	0	1

3961	169	125	0	1

3832	170	530	0	1

3832	171	530	0	1

3832	172	530	0	1

3832	173	530	0	1

6268	174	605	1	0

6268	175	650	1	0

3832	176	530	0	1

3832	177	530	0	1

3832	178	530	0	1

3961	179	125	0	1

3832	180	530	0	1

3832	181	530	0	1

4893	182	125	0.5	1

4893	183	125	0.5	1

4893	184	125 0.5	1

3961	185	125	0.5	1

4893	186	125	0.5 1

4893	187	135	0.5	0

4300	188	135	0	0

3961	189	125	0	1

3840	190	125	0	1

3840	191	125	0	1

3840	192	125	0	1

3840	193	125	0	1

3840	194	125	0	1

3840	195	125	0	1

3840	196	125	0	1

3840	197	125	0	1

3840	198	125	0	1

3840	199	125	0	1

3840	200	125	0	1

3840	201	125	0	1

3840	202	125	0	1

3840	203	125	0	1

3840	204	125	0	1

3840	205	125	0	1

3840	206	125	0	1

3840	207	125	0	1

3840	208	125	0	1

3840	209	125	0	1

3840	210	125	0	1

3840	211	125	0	1

3840	212	125	0	1

3840	213	125	0	1

3840	214	125	0	1

3840	215	125	0	1

3840	216	125	0	1

3840	217	125	0	1

3840	218	125	0	1

3840	219	125	0	1

3840	220	125	0	1

3840	221	125	0	1

3840	222	125	0	1

3840	223	125	0	1

3840	224	125	0	1

3840	225	125	0	1

3840	226	125	0	1

3840	227	125	0	1

3840	228	125	0	1

3840	229	125	0	1

3840	230	125	0	1

3840	231	125	0	1

